Product,Batch no.,PO,Line,Mill,RFT-ext.,RFT-Mill,Dosing,Suggestion Side feed,HT1,HT2,HT3,HT4,HT5,Screw speed,Torque,Outlet temp,Throughput ext.(kg/h),Feed,Sep.,Rotor,Air flow,Inlet temp.,Outlet temp.,FG. temp.,Throughput mill (kg/h)
R91513WN,3B14133001,P3B142202500,2,3,,,0,,30,50,60,80,80,500,36,,,400,1100,2950,65,,,,564.8460775
M98659BN,3B14128008,P3B142300600,10,11,/,/,25,110,,100,,,,400,50,,444.0528634,20,32,,30,,,,444.0528634
P40167AN,3B14112010,P3B141900500,9,9,,/,18,,55,85,95,,,500,43,,0,10,1330,3645,60,,,,68.89832278
P40187AN,3B14116017,P3B142001700,9,9,,/,0,,50,80,80,,,500,51,,,10,1300,3645,60,,,,
MP356V,3B14119001,P3B142002100,2,3,,,0,12,30,51,59,79,81,500,34,,,400,1200,2800,65,,,,0
R91046AN,3B14119007,P3B142002300,1,2,/,/,0,14,30,50,80,80,80,650,53,,594.8774442,400,550,3000,98,,,,
MA006TH,3B14123013,P3B142004400,8,13,,,0,25,30,50,80,100,100,650,65,,346.4435146,5,1480,3645,60,,,,
MA007TH,3B14129008,P3B142005600,7,10,,/,0,16,31,52,82,81,83,500,53,,,200,540,3000,98,,,,509.5026284
MA007TH,3B14129009,P3B142005700,7,10,/,/,0,16,30,50,80,80,80,500,54,,771.42,200,540,3000,98,,,,300
MA007TH,3B14129010,P3B142005800,7,10,/,/,0,16,31,52,84,78,81,500,52,,0,200,540,3000,98,,,,0
R91479WN,3B14134007,P3B142006300,2,3,,,0,13,30,50,60,80,80,500,34,,600,500,1200,3000,65,,,,364.6595385
SW262PABD,3B14123001,P3B142101900,10,11,,,22,120,,100,,,,400,52,,,15,55,,30,,,,
S91350DN,3B14129021,P3B142104200,3,4,/,,0,15,30,50,80,80,80,500,30,,481.0020877,500,960,2800,65,,,,
YI237PA,3B14129003,P3B142201000,10,11,/,,17,100,,50,,,,300,52,,0,20,53,,30,,,,
YI237PB,3B14129004,P3B142201100,10,11,,,17,100,,50,,,,300,52,,,20,49,,30,,,,
M91429AN,3B14123008,P3B142300400,11,14,/,,0,15,30,50,80,80,80,500,51,,570.7964602,7,1340,3757,55,,,,600
R60631XN,3B14119011,P3B142400200,3,4,/,/,0,20,30,50,50,50,50,500,47,,474.3343398,400,1080,2800,65,,,,0
M10092AN,3B14115003,P3B143600100,1,2,,/,0,13,33,53,83,103,100,500,43,,731.4285714,500,410,3000,98,,,,0
JI011TH,3B14119004,P3B141807000,2,3,,/,0,25,30,55,80,80,80,650,51,,,400,1100,3000,65,,,,
P10083AN,3B14116018,P3B142001800,1,2,/,,0,11,32,51,81,82,82,500,42,,,500,1180,3000,65,,,,
SW262PBBD,3B14123002,P3B142102000,10,11,/,,20,120,,100,,,,400,53,,,15,55,,30,,,,
EI100TH,3B14127005,P3B142102800,2,3,,,0,25,30,53,80,80,80,650,51,,,400,900,3000,60,,,,0
P70710XN,3B14128015,P3B142103600,9,9,/,,15,,30,50,50,,,500,44,,,10,1110,3645,60,,,,
R10140XN,3B14134009,P3B142202900,3,4,/,/,0,15,30,50,50,50,50,500,46,,981.8181818,400,1130,2800,65,,,,0
GA004TH,3B14127007,P3B142500100,8,13,/,/,0,13,33,53,81,102,101,500,51,,,5,1400,3645,60,,,,64.59136988
P10001DN,3B14116006,P3B141806600,1,2,,/,0,12,30,50,80,80,80,550,44,,874.715262,400,290,2400,98,,,,440
P18011DN,3B14133006,P3B141906600,3,4,,,0,12,30,49,80,102,101,500,35,,0,400,1040,2900,65,,,,
P91223AN,3B14115004,P3B142000800,11,14,,,0,,,,,,,,,,,400,1200,3000,65,,,,
P91214AN,3B14127001,P3B142004800,4,3,,,0,20,30,50,80,80,80,500,57,,0,500,440,2800,98,,,,
PI91491AN,3B14127003,P3B142005000,11,12,,,0,13,30,50,80,80,80,500,50,,492.9577465,400,1200,3000,65,,,,200
JA017TH,3B14120014,P3B142101100,7,10,,,0,20,30,50,80,80,80,500,57,,1132,500,440,2800,98,,,,0
LA103TH,3B14116014,P3B141904000,7,10,/,/,0,15,32,51,76,62,71,500,138,,0,600,350,2800,98,,,,0
LA103TH,3B14116015,P3B142001500,7,10,/,/,0,,30,50,50,50,50,500,54,,,600,350,2800,98,,,,660
P00492AN,3B14122001,P3B142003700,7,10,/,/,0,16,31,50,82,83,85,500,49,,726,500,470,2800,98,,,,325
PI60820AN,3B14129015,P3B142103900,2,3,,,0,20,30,50,80,80,80,500,53,,0,500,1130,2800,65,,,,121.9399538
S90364AN,3B14129014,P3B142201300,2,3,,,0,19,30,50,80,100,100,500,49,,,400,1150,2800,65,,,,289.7142857
YN210PA,3B14131002,P3B142202300,3,4,,/,0,17,35,52,82,79,85,650,31,,460,500,1240,2800,65,,,,460
YN210PB,3B14131003,P3B142202400,3,4,,/,0,13,30,50,80,80,80,500,35,,59.72979379,500,1220,2800,65,,,,59.72979379
P98096BN,3B14135011,P3B142203400,10,14,,,25,120,,100,,,,400,52,,,7,1380,3757,55,,,,
GZ308TH,3B14136014,P3B142203900,8,13,/,/,0,12,33,52,80,84,85,650,35,,0,8,1250,3645,60,,,,0
R70939XN,3B14119012,P3B142400300,9,9,,,10,,35,53,62,,,500,43,,,10,1350,3645,60,,,,240.7922168
PI91491AN,3B14128001,P3B142400400,11,12,/,/,0,18,30,50,80,80,80,500,50,,525,400,1100,3000,65,,,,406.15
P91223AN,3B14115005,P3B142100700,11,14,/,/,0,15,30,50,50,50,50,500,50,,540,8,1220,3757,55,,,,
S18001WN,3B14128014,P3B142103500,2,3,,/,0,23,30,50,60,80,80,650,41,,0,600,950,2800,65,,,,221.2618842
GI220PA,3B14135001,P3B142105200,10,11,/,,18,100,,50,,,,300,53,,,250,1170,2900,65,,,,
GI220PB,3B14135002,P3B142105300,10,11,,,18,100,,50,,,,300,52,,,250,1160,2900,65,,,,
MN002TH,3B14130014,P3B142202200,2,3,,/,0,23,30,50,80,80,80,500,52,,,400,1300,2800,65,,,,121.5791977
R10084CN,3B14119010,P3B142400100,1,2,/,,0,11,30,50,80,80,80,500,40,,771.42,600,350,2700,98,,,,680
P10152WN,3B14120010,P3B141807400,1,2,/,/,0,15,30,50,60,80,80,650,46,,1038.461538,600,280,2800,98,,,,300.7309433
R10101TN,3B14133013,P3B141907100,1,2,,/,0,12,31,51,59,82,81,500,52,,794.1176471,450,360,2900,98,,,,504
S18034WN,3B14133005,P3B142006000,1,3,,/,0,20,30,50,50,50,50,650,37,,,600,690,2800,65,,,,0
YN204PB,3B14134003,P3B142104800,3,4,/,/,0,12,30,50,80,80,80,500,35,,1194.029851,500,1200,2800,65,,,,449.5317378
R00075BN,3B14137002,P3B142204100,10,11,,,25,120,,100,,,,500,47,,,400,1190,3000,65,,,,
YN204PA,3B14134002,P3B142300900,3,4,/,/,0,12,30,50,80,80,80,500,34,,420,400,1220,2800,65,,,,0
P00806AN,3B14120007,P3B141904500,7,10,/,/,0,22,30,50,80,80,80,500,52,,900,500,380,3000,98,,,,602.7906977
R10051TN,3B14120011,P3B141904600,3,4,,,0,11,30,50,60,78,81,500,31,,0,400,1050,3000,65,,,,0
GI302TH,3B14133014,P3B141907200,2,3,,/,0,12,30,50,60,80,80,500,36,,229.6127563,500,1080,3000,65,,,,229.6127563
M90544WN,3B14137007,P3B141907300,2,3,,/,0,30,30,50,60,80,81,500,46,,0,500,880,2800,65,,,,273.8095238
P91223AN,3B14115007,P3B142200400,11,14,,/,0,15,30,50,50,50,50,500,50,,901.4021812,8,1240,3757,55,,,,
S70940DN,3B14141020,P3B142303800,10,12,,/,25,120,,50,,,,500,45,,,500,1080,3000,65,,,,
M90550WN,3B14130002,P3B142104300,8,13,,,0,20,30,51,60,82,83,650,47,,156.5217391,10,980,3645,60,,,,786.4985163
YY23NPI,3B14135005,P3B142105600,3,4,/,/,0,15,50,80,100,100,100,500,47,,214.8520761,400,1280,2800,65,,,,214.8520761
S5235PA,3B14141003,P3B142106700,10,11,,,20,100,,50,,,,300,50,,,400,1080,3000,65,,,,157.3333333
S5235PB,3B14141004,P3B142106800,10,11,/,/,20,100,,50,,,,300,55,,,400,1080,3000,65,,,,0
R10116DN,3B14127006,P3B142200600,1,2,/,/,0,13,30,50,80,80,80,650,43,,830,500,400,2500,98,,,,768
EK001TH,3B14129002,P3B141906100,10,11,/,/,0,,,100,,,,500,42,,,400,1150,2800,65,,,,
PI10154AN,3B14133007,P3B141906700,1,2,,,0,16,30,50,80,80,80,500,53,,,600,390,2800,98,,,,1100
P10153DN,3B14136006,P3B142105900,1,2,/,,0,12,31,51,78,83,83,650,40,,900,600,300,2600,98,,,,196.7213115
M90051WN,3B14140005,P3B142106400,2,3,,,0,20,30,49,59,80,80,650,35,,,500,850,2800,65,,,,
S18001FN,3B14133012,P3B141907000,1,2,,,0,11,31,51,81,82,84,500,40,,0,500,365,2200,98,,,,1000
P91223AN,3B14136017,P3B142007200,11,14,,,0,15,30,50,50,50,50,500,50,,900.5002779,8,1250,3757,55,,,,
M90552WN,3B14128010,P3B142103100,8,13,/,/,0,25,30,50,59,80,80,650,47,,1160,7,985,3645,60,,,,0
S00331AN,3B14128011,P3B142103200,7,10,/,,0,22,31,50,82,81,82,500,53,,,500,490,3000,98,,,,
R10093XN,3B14135008,P3B142105800,3,4,/,/,0,12,30,50,50,50,50,500,35,,0,400,1150,2950,65,,,,180
EI303TH,3B14135013,P3B142203500,2,3,/,/,0,25,30,50,60,80,80,650,35,,0,500,980,2800,65,,,,
P91181DN,3B14137009,P3B142301900,10,12,,/,18,100,,50,,,,300,55,,,20,27,,30,,,,
M90126BN,3B14140010,P3B142302100,10,12,,/,30,120,,100,,,,500,50,,846.4660602,500,830,2950,65,,,,
M90254AN,3B14137008,P3B142400600,10,11,,/,30,120,,100,,,,500,35,,,20,34,,30,,,,
LN207TH,3B14135007,P3B142006500,1,2,/,/,0,12,30,50,80,80,80,500,52,,0,600,310,2600,98,,,,0
GM205PA,3B14144001,P3B142107400,3,4,/,/,0,12,32,50,78,79,87,500,30,,,500,1120,3000,65,,,,
GM205PB,3B14144002,P3B142107500,3,4,/,/,0,12,31,50,75,76,92,500,32,,,500,1070,3000,65,,,,
P91214AN,3B14144008,P3B142107600,3,4,,/,0,20,30,50,80,80,80,500,43,,0,500,1100,3000,65,,,,0
P91469AN,3B14141023,P3B142304100,3,4,/,/,0,25,45,81,85,80,84,500,52,,,500,1070,3000,65,,,,
S91467BN,3B14141026,P3B142304400,10,12,,,25,120,,100,,,,400,53,,668.8687036,500,1000,2800,65,,,,880
R00402AN,3B14115019,P3B141903500,7,10,/,,0,16,30,50,80,80,80,500,52,,1120,600,430,3000,98,,,,600
R91504WN,3B14123006,P3B142004100,8,13,,/,0,23,30,50,60,80,80,650,46,,0,8,1125,3645,60,,,,
YN100G,3B14135009,P3B142006600,1,2,/,/,0,10,30,50,80,80,80,500,44,,656.25,600,300,2800,98,,,,660
P10057CN,3B14140004,P3B142106300,3,4,,/,0,15,30,50,80,100,100,500,39,,361.6878768,400,1200,2800,65,,,,31.43281236
M90079BN,3B14143009,P3B142107300,10,12,/,/,25,120,,100,,,,400,51,,,400,920,3000,65,,,,
S10001IN,3B14136012,P3B142203700,1,2,/,,0,20,32,51,78,82,83,650,51,,,600,420,2800,98,,,,693.33
MY100PB,3B14136002,P3B142301200,3,4,,/,0,11,30,50,77,76,80,500,26,,0,500,1080,3000,65,,,,0
S18039FN,3B14137004,P3B142301800,1,2,,/,0,12,32,52,80,82,82,500,38,,1680,600,330,2800,98,,,,560
S2213PBBD,3B14141002,P3B142302700,3,4,/,,0,15,31,49,78,84,89,500,36,,,500,1100,2800,65,,,,0
M54023AN,3B14141013,P3B142303200,2,3,,/,0,50,30,50,80,80,80,650,51,,0,400,1100,2950,65,,,,59.72271596
M50228CN,3B14141025,P3B142304300,2,3,/,/,0,9,30,50,80,83,80,500,29,,340,500,640,2800,65,,,,
P91223AN,3B14136020,P3B142400500,11,14,,,0,14,30,50,50,50,50,500,52,,860,10,1240,3757,55,,,,1060
R91478WN,3B14133010,P3B141906900,8,13,/,/,0,15,30,50,60,80,80,650,37,,1050,10,1300,3645,60,,,,142.8571429
PI60823CN,3B14120016,P3B142003000,10,12,,,10,,30,50,80,,,300,53,,73.95394097,500,930,3000,65,,,,
P50806BN,3B14134011,P3B142203100,2,3,,/,0,17,32,54,79,78,77,500,52,,923.9230064,400,890,2800,65,,,,0
MN201PA,3B14145002,P3B142205900,3,4,/,/,0,12,30,50,80,80,85,500,33,,,,,,,,,,208.6476541
S2213PABD,3B14141001,P3B142302600,3,4,/,/,0,15,30,50,80,80,80,500,35,,0,500,1100,2800,65,,,,0
MI210PA,3B14142002,P3B142304500,3,4,/,/,0,12,30,51,81,85,85,500,31,,,,,,,,,,0
MI210PB,3B14142003,P3B142304600,3,4,/,/,0,15,30,50,80,80,80,500,35,,236.3636364,500,1150,3000,65,,,,
R50552AN,3B14147003,P3B142305900,2,3,,,0,20,30,51,80,80,80,500,50,,349.9675956,,,,,,,,1600
S91442AN,3B14141009,P3B142401100,1,2,,,0,23,32,51,82,82,83,650,56,,895.3809712,600,400,3000,98,,,,571.4285714
P50185AN,3B14141015,P3B142401200,2,3,/,/,0,25,30,50,80,81,80,500,52,,,400,1110,2950,65,,,,
JJ001TH,3B14144021,P3B142402100,2,3,/,/,0,25,30,50,80,80,80,500,54,,264,400,1080,2800,65,,,,
R60631XN,3B14072027,P3B141402600,3,4,,/,0,,,,,,,,,,,200,1460,3000,65,,,,
E00368BN,3B14128012,P3B142103300,11,11,,,0,20,30,50,80,80,80,650,52,,,500,310,2600,98,,,,
P20293AN,3B14140007,P3B142106600,9,9,,,15,,50,100,100,,,500,38,,840,10,1200,3645,60,,,,0
P00389XN,3B14134013,P3B142203200,8,13,/,/,0,20,30,50,50,50,50,500,50,,0,8,1200,3645,60,,,,0
MN201PB,3B14145003,P3B142206000,3,4,,/,0,12,30,49,82,82,83,500,33,,,500,1130,3000,65,,,,48.79074658
S91506FN,3B14141018,P3B142303600,3,4,,/,0,25,30,50,80,80,84,500,37,,,500,1220,2800,65,,,,
S91510FN,3B14141019,P3B142303700,3,4,/,/,0,30,30,50,80,80,80,650,32,,,500,1130,2800,65,,,,101.8387553
P00002AN,3B14140002,P3B142400800,7,10,/,/,0,20,31,51,82,82,85,500,51,,0,500,430,2800,98,,,,0
S00319AN,3B14128007,P3B141905900,7,13,/,/,0,20,30,50,80,80,80,500,51,,672,500,480,2800,98,,,,386.67
S00431FN,3B14134014,P3B142203300,8,13,,,0,30,30,50,80,80,80,550,54,,0,10,1240,3645,60,,,,
P08019AN,3B14137003,P3B142500200,7,10,/,/,0,20,31,52,82,84,85,650,45,,900,600,450,2800,98,,,,660
P70811BN,3B14136010,P3B142203600,11,14,,,0,16,30,50,80,80,80,500,51,,450,7,1350,3757,55,,,,280
M00046AN,3B14136015,P3B142204000,8,13,,/,0,20,30,50,80,80,80,500,47,,,10,1250,3645,60,,,,
P70811BN,3B14136011,P3B142301500,11,14,/,/,0,15,30,50,80,80,80,500,50,,450,7,1350,3757,55,,,,272
M04006AN,3B14134008,P3B142006400,7,10,/,/,0,22,30,50,80,80,80,500,51,,,400,470,3000,98,,,,630
M04170AN,3B14128006,P3B142103000,7,10,/,/,0,20,31,51,81,83,81,500,50,,900,500,490,2800,98,,,,690
M94001AN,3B14141012,P3B142204700,11,14,,/,0,20,30,50,80,80,80,500,52,,592.9411765,10,1350,3757,60,,,,480
S5227PA,3B14144006,P3B142205300,10,12,/,,15,100,,50,,,,300,52,,,500,1150,2950,65,,,,
S5227PB,3B14144007,P3B142205400,10,12,/,/,15,100,,50,,,,300,52,,,500,1150,2950,65,,,,
PI05003CN,3B14140013,P3B142302300,8,13,,/,0,20,30,50,80,80,80,500,53,,,8,1050,3645,60,,,,
S00007BN,3B14130008,P3B142201800,7,10,,/,0,18,30,50,80,80,80,500,53,,0,500,450,2800,98,,,,564.3831142
Y5209PA,3B14144004,P3B142205100,10,12,,/,16,100,,50,,,,300,53,,,400,1400,2800,65,,,,
Y5209PB,3B14144005,P3B142205200,10,12,/,/,17,100,,50,,,,300,50,,,400,1300,2800,65,,,,0
YM207PA,3B14145004,P3B142206100,3,4,,/,0,15,31,52,82,79,84,500,35,,0,500,1200,3000,65,,,,
YM207PB,3B14145005,P3B142206200,3,4,/,,0,,30,50,80,80,80,500,36,,141.9185283,500,1150,3000,65,,,,
LN208TH,3B14148016,P3B142206400,3,4,,,0,15,30,50,80,80,80,400,34,,0,500,950,2800,65,,,,91.71428571
MN209PA,3B14152008,P3B142207600,3,4,/,,0,15,30,48,75,80,85,650,30,,0,600,1000,3000,65,,,,0
MN209PB,3B14152009,P3B142207700,3,4,,,0,15,30,49,77,82,85,650,29,,,600,1000,3000,65,,,,0
MY100PA,3B14136001,P3B142301100,8,13,,,15,,30,50,80,80,80,500,40,,740.0881057,10,1200,3645,60,,,,0
M90726AN,3B14141007,P3B142302900,11,14,/,/,0,18,30,50,100,100,100,500,41,,458,10,1320,3757,60,,,,
GZ308TH,3B14141021,P3B142303900,8,13,/,/,0,12,30,50,80,80,80,650,46,,0,7,1200,3645,60,,,,0
P91468AN,3B14141022,P3B142304000,11,14,,,0,15,30,50,80,80,80,500,50,,,10,1200,3757,55,,,,
P70369XN,3B14143011,P3B142304800,9,4,,,0,18,30,50,80,80,80,500,40,,,400,910,2800,65,,,,0
P60805AN,3B14140016,P3B142400900,2,3,,/,0,20,30,50,80,80,80,500,51,,,300,1250,2800,65,,,,
R70953AN,3B14140017,P3B142401000,9,9,,/,20,,50,80,100,,,500,52,,252.3645265,10,1470,3645,60,,,,
YY203PA,3B14148001,P3B142403100,10,12,/,/,17,100,,50,,,,300,52,,658.5887384,400,1320,2800,65,,,,
YY203PB,3B14148002,P3B142403200,10,12,/,/,17,100,,50,,,,300,53,,328.9036545,400,1200,2800,65,,,,328.9036545
M00335AG,3B14148005,P3B142403300,7,10,/,/,0,22,31,50,83,81,83,500,51,,840,600,450,2800,98,,,,617.14
P00501AN,3B14136008,P3B142007100,7,10,,/,0,17,30,50,80,80,80,500,42,,,,,,,,,,
MN232PB,3B14143002,P3B142107100,1,2,/,/,0,10,31,52,78,82,83,500,40,,720,600,450,2800,98,,,,600
M10092AN,3B14141017,P3B142303500,1,2,/,,0,17,33,51,82,80,81,500,52,,889.4117647,500,45o,3000,98,,,,1800
Y2101PIBD,3B14144003,P3B142304900,10,12,,/,17,100,,50,,,,300,52,,443.8217988,500,1250,2800,65,,,,241.2
E2202PIBD,3B14145001,P3B142305600,10,12,/,/,17,100,,50,,,,300,50,,0,500,1160,2800,65,,,,0
JN049TH,3B14147004,P3B142306000,1,2,,/,0,11,30,50,80,80,80,500,44,,681.7074878,400,390,2800,98,,,,1813.221406
Y5107PA,3B14151001,P3B142306500,10,12,,,16,100,,50,,,,300,50,,,400,1250,2800,65,,,,0
M5211PA,3B14145006,P3B142402800,10,12,/,,15,100,,50,,,,300,51,,0,500,1200,2800,65,,,,
M5211PB,3B14145007,P3B142402900,10,12,,/,15,,,50,,,,300,52,,1619.377163,500,1100,2800,65,,,,
M94014AN,3B14148010,P3B142403500,2,3,,/,0,25,30,49,79,81,80,500,51,,178.8819876,500,1000,3000,65,,,,178.8819876
M60099AN,3B14149009,P3B142500800,2,3,,,0,25,30,50,80,80,80,500,52,,,400,1050,2800,65,,,,
MZ301TH,3B14144012,P3B142107800,9,9,,/,20,,31,50,81,,,500,50,,290.018339,10,1400,3645,60,,,,290.018339
MZ308TH,3B14133011,P3B142202800,8,13,,/,0,15,30,50,60,80,80,650,44,,631.0517529,10,1100,3645,60,,,,274.2857143
SZ300TH,3B14140009,P3B142204400,9,9,,/,20,,30,50,80,,,500,40,,0,10,1600,3645,60,,,,185.4383358
LA103TH,3B14143003,P3B142204800,7,10,/,,0,14,30,50,60,70,70,500,52,,631.3328137,600,370,2800,98,,,,
P98025AN,3B14141014,P3B142303300,11,14,,/,0,13,30,80,80,80,80,500,42,,560,15,35,,30,,,,
P00161AN,3B14141016,P3B142303400,7,10,,,0,15,31,49,83,96,103,500,47,,630,600,470,2800,98,,,,628.7323944
GD000TH,3B14144019,P3B142305300,11,14,,/,0,15,30,50,80,80,80,650,50,,,8,1480,3757,55,,,,
P50010AN,3B14151012,P3B142306900,2,3,,/,0,30,30,50,80,80,100,650,51,,0,400,1070,2800,65,,,,150.6276151
GN212PB,3B14152003,P3B142307400,3,4,/,,0,35/12,30,50,80,80,80,500,50/30,,,500,1150,3000,65,,,,0
MN232PA,3B14143001,P3B142401600,1,2,/,/,0,10,30,50,80,80,80,500,40,,720,600,475,2800,98,,,,600
M94853AN,3B14147005,P3B142403000,2,3,/,/,0,22,30,50,80,80,80,500,50,,,400,1000,2800,65,,,,
GN150TH,3B14151022,P3B142405500,3,4,/,/,0,13,30,50,80,80,85,500,35,,210,400,1000,3000,65,,,,
GN102TH,3B14151024,P3B142405600,3,4,,,0,15,30,50,78,81,85,500,36,,0,400,1170,3000,65,,,,332.9129887
M94208CN,3B14155004,P3B142405800,10,12,,/,17,100,,50,,,,300,50,,0,400,970,2800,65,,,,245.4
M98659BN,3B14150003,P3B142501000,10,12,,/,25,120,,100,,,,400,51,,834.2529243,400,1200,2800,65,,,,267.6331196
GN212PA,3B14152002,P3B142307300,3,4,/,,0,12,30,50,80,80,80,500,32,,,400,1130,3000,65,,,,0
LA103TH,3B14143004,P3B142401700,7,10,/,/,0,14,31,52,74,76,76,500,52,,771.42,600,370,2800,98,,,,
S90364AN,3B14149006,P3B142404000,2,3,/,/,0,25,30,50,81,80,80,500,53,,0,400,1150,2800,65,,,,0
AN203TH,3B14151007,P3B143300100,3,4,,,0,15,30,49,55,53,63,550,30,,0,300,1500,3000,65,,,,
MZ316TH,3B14135010,P3B142006700,9,9,,/,20,,35,52,81,,,500,46,,,10,1420,3645,60,,,,152.6070369
MZ304TH,3B14130005,P3B142104500,9,9,,/,15,,30,50,80,,,500,46,,0,10,1500,3645,60,,,,0
ALZ44TH,3B14149003,P3B142206600,2,3,/,/,0,15,30,48,80,80,80,650,31,,0,500,600,2800,65,,,,342.8571429
YA305TH,3B14144018,P3B142305200,8,13,/,,0,12,34,50,60,83,85,550,42,,0,10,1180,3645,60,,,,0
YN000TH,3B14148012,P3B142403600,3,4,/,/,0,20,35,55,80,85,79,650,46,,,400,1320,3000,65,,,,210
SN301TH,3B14148013,P3B142403700,3,4,/,/,0,15,30,50,60,79,85,650,30,,,500,850,3000,65,,,,0
LA103TH,3B14148004,P3B142800300,7,10,/,/,0,14,31,53,73,70,72,500,53,,,600,370,2800,98,,,,
LA017TH,3B14143006,P3B142204900,7,10,,,0,12,30,50,80,100,100,500,42,,1097.932904,600,460,2800,98,,,,
MF000TH,3B14141024,P3B142304200,9,9,,/,12,,50,100,100,,,500,38,,0,10,1600,3645,60,,,,0
GA006TH,3B14144020,P3B142305400,11,14,,,0,15,30,50,80,80,80,650,52,,230,7,1450,3757,55,,,,0
P90097BN,3B14150005,P3B142306300,10,12,,,25,120,,100,,,,400,52,,,15,24.5,,30,,,,0
Y5107PB,3B14151002,P3B142306600,10,12,/,,15,,,50,,,,300,54,,,600,1250,3000,65,,,,
LA204PB,3B14152005,P3B142307600,10,12,,/,18,100,,60,,,,300,51,,182.7242525,600,1000,2800,65,,,,
GI216PA,3B14152010,P3B142307700,2,3,/,/,0,15,30,50,80,80,80,500,36,,,400,1020,2800,65,,,,
GI216PB,3B14152011,P3B142307800,2,3,/,/,0,15,30,50,80,80,80,650,15,,0,400,1100,2800,65,,,,
M70004AN,3B14149007,P3B142404100,11,14,,/,0,23,30,50,80,80,80,500,50,,540,10,1250,3757,55,,,,258.4615385
MN301TH,3B14150009,P3B142404500,3,4,/,/,0,15,30,50,60,80,80,650,34,,0,500,1320,3000,65,,,,0
YN306TH,3B14151019,P3B142405400,3,4,/,/,0,15,30,51,60,76,85,650,31,,,500,1250,3000,65,,,,
GA004TH,3B14144028,P3B142500400,8,13,,/,0,,,,,,,,,,,5,1400,3645,60,,,,414.0039885
JN195V,3B14148007,P3B142500700,1,2,,/,0,10,31,52,77,84,84,500,40,,653.1317495,500,450,2800,98,,,,500
S91511FN,3B14156013,P3B142502700,2,3,/,/,0,50/30,30,50,80,80,80,650,50/35,,320,500,930,2800,65,,,,320
LA103TH,3B14143005,P3B142600300,7,10,/,/,0,14,31,52,74,73,72,500,54,,0,600,370,2800,98,,,,493.1714506
S00485AN,3B14144011,P3B142107700,8,13,,/,0,18,30,50,80,100,100,650,42,,280,7,1250,3645,60,,,,0
GN101TH,3B14147001,P3B142305700,1,2,,/,0,12,30,50,80,80,80,650,38,,653.9392185,500,450,3000,98,,,,714.2857143
LA204PA,3B14152004,P3B142307500,10,12,/,/,18,100,,50,,,,300,50,,183.3333333,600,1200,2800,65,,,,
GI313TH,3B14156004,P3B142308100,2,3,,/,0,15,30,51,57,80,81,500,38,,2000,550,840,2800,65,,,,0
R70954AN,3B14150012,P3B142404800,11,14,,/,0,15,30,50,80,80,80,500,50,,0,5,1500,3757,55,,,,106.6666667
EA100TH,3B14144029,P3B142500500,8,13,,/,0,20,30,51,80,83,82,500,54,,,10,1170,3645,60,,,,
MI208PA,3B14152006,P3B142501800,3,4,,/,0,20,30,50,80,80,84,500,37,,,400,1400,3000,65,,,,
MI208PB,3B14152007,P3B142501900,3,4,/,/,0,20,30,49,77,81,84,500,35,,,400,1150,2950,65,,,,
JA203TH,3B14155015,P3B142502300,10,12,/,/,15,,,50,,,,300,49,,,500,1200,2800,65,,,,0
LA018TH,3B14158016,P3B142504400,7,10,/,/,0,18,31,53,85,84,100,500,55,,882,500,450,2800,98,,,,720
R10051TN,3B14148008,P3B142800400,1,2,,,0,9,31,51,60,82,82,500,46,,0,280,780,2800,98,,,,680
P10152WN,3B14147002,P3B142305800,1,2,,/,0,15,33,53,63,82,85,650,47,,,600,280,2800,98,,,,340
A2000PIBD,3B14142001,P3B142401500,11,11,,,0,12,30,50,50,50,50,500,42,,0,10,27,,30,,,,66.23448787
R70930TN,3B14150011,P3B142404700,2,3,/,/,0,15,30,50,80,80,80,500,31,,199.017199,300,1250,3000,65,,,,199.017199
EN272TH,3B14150013,P3B142501200,3,4,,,0,15,30,50,80,80,80,500,33,,226.6666667,400,1000,3000,65,,,,0
E10001FN,3B14156005,P3B142601200,3,4,,,0,15,30,50,79,80,81,500,33,,,400,1450,3000,65,,,,
M24004AN,3B14133009,P3B141906800,9,9,,/,15,,50,80,100,,,500,53,,0,10,1300,3645,60,,,,0
P00181AN,3B14141008,P3B142204600,7,10,,,0,20,30,50,80,100,100,500,57,,451.0022272,500,380,3000,98,,,,680
PI05002AN,3B14155008,P3B142207900,7,10,/,/,0,22,30,50,80,80,80,550,52,,,400,380,2800,98,,,,342.85
P91401WN,3B14149010,P3B142404200,8,13,/,/,0,20,30,50,60,80,80,600,49,,0,10,1000,3645,60,,,,0
JI405TH,3B14149011,P3B142404300,8,13,/,/,0,16,30,50,60,80,80,500,43,,0,10,1100,3645,60,,,,0
LA301TH,3B14156014,P3B142406200,8,13,,,0,20,30,50,60,80,80,600,40,,,10,1280,3645,60,,,,
P98096BN,3B14155012,P3B142502200,10,12,,,20,120,,100,,,,400,50,,,400,1280,3000,65,,,,411.4285714
YI402TH,3B14156017,P3B142503000,8,13,,/,0,25,30,51,80,83,85,500,51,,,10,1250,3645,60,,,,
MG202TH,3B14133016,P3B142600200,9,9,/,,15,,30,50,50,,,500,51,,0,10,1200,3645,60,,,,
S2234PABD,3B14158004,P3B142601400,10,12,/,/,25,120,,100,,,,400,50,,550,400,1200,3000,65,,,,
