Product,Batch no.,PO,Line,Mill,RFT-ext.,RFT-Mill,Dosing,Suggestion Side feed,HT1,HT2,HT3,HT4,HT5,Screw speed,Torque,Outlet temp,Throughput ext.(kg/h),Feed,Sep.,Rotor,Air flow,Inlet temp.,Outlet temp.,FG. temp.,Throughput mill (kg/h)
Y5223PB,3B14222006,P3B143306400,3,4,/,/,0,15,30,50,78,80,84,500,32,,0,400,1120,2800,65,,,,0
GZ308TH,3B14220011,P3B143404400,8,13,/,/,0,15,30,50,80,80,80,650,50,,0,6,1240,3645,60,,,,0
YG300TH,3B14228024,P3B143602900,9,9,/,,18,,30,50,80,,,500,49,,170.7568571,10,1200,3645,60,,,,0
M91164WN,3B14231009,P3B143700600,2,3,/,/,0,35,30,50,80,100,100,500,42,,0,600,870,2450,65,,,,380.3571429
P00806AN,3B14221018,P3B143800300,7,10,,/,0,20,30,50,80,80,80,500,50,,0,600,420,3000,98,,,,1086.464464
R70931TN,3B14231008,P3B144000500,8,13,/,/,0,17,30,50,60,80,80,650,38,,321.0626186,10,1080,3645,60,,,,318.2844244
SN212PB,3B14222004,P3B143210100,3,4,/,/,0,15,30,50,77,81,78,650,26,,0,500,1170,2600,65,,,,0
M90035WN,3B14232007,P3B143407800,8,13,/,/,0,30,30,50,60,80,80,500,45,,0,10,1090,3645,60,,,,91.26760563
M10065TN,3B14225014,P3B143502300,2,3,/,/,0,15,30,50,60,80,80,650,26,,0,,,,,,,,
P60597AN,3B14226023,P3B143503200,2,3,,,0,40,29,55,81,80,80,650,56,,0,400,1100,2800,65,,,,
P10153DN,3B14228008,P3B143504200,1,2,/,/,0,9,32,49,78,80,83,550,36,,656.25,600,380,2800,98,,,,630
LM300TH,3B14228020,P3B143505000,2,3,,/,0,20,30,52,62,80,83,650,35,,0,400,1080,2800,65,,,,
MI112TH,3B14231007,P3B143505400,10,12,,/,15,100,,60,,,,400,51,,500.8305648,500,1350,3000,65,,,,0
SN212PA,3B14222003,P3B143601600,3,4,/,,0,15,30,50,77,75,83,650,27,,0,,,,,,,,
MN232PA,3B14227004,P3B143602400,1,2,/,/,0,11,32,48,79,83,82,500,41,,600,350,510,3000,98,,,,400
MN232PB,3B14227005,P3B143602500,1,2,/,/,0,10,32,48,77,83,84,500,40,,667.5,400,490,2800,98,,,,460
JA005TH,3B14234007,P3B143604400,7,10,/,/,0,17,31,53,84,82,84,500,54,,645,600,540,2800,98,,,,868.9655172
MA000TH,3B14232005,P3B143700700,7,10,,,0,16,31,49,81,83,82,550,50,,1931.342807,300,540,3000,98,,,,1553.35277
S60582AN,3B14207015,P3B143006800,2,3,,/,0,20,30,50,80,80,80,500,41,,925.7142857,400,1050,2800,65,,,,
S91422WN,3B14233004,P3B143408000,8,13,,/,0,25,31,49,60,80,85,500,45,,680.2078413,10,1250,3645,65,,,,680.2078413
JA300TH,3B14226015,P3B143502800,8,13,,/,0,15,30,50,60,80,80,650,48,,0,10,1150,3645,60,,,,0
JA086TH,3B14227014,P3B143503700,11,14,/,/,0,15,30,50,80,80,80,650,52,,0,10,30,,30,,,,
P98025AN,3B14228010,P3B143504400,11,14,/,,0,13,30,80,80,80,80,500,48,,525,10,30,,30,,,,
JN206TH,3B14229003,P3B143505200,3,4,,,0,9,30,58,85,85,80,500,29,,850.8722566,600,700,2600,65,,,,0
P20326AN,3B14235017,P3B143606000,9,9,,/,15,,55,83,105,,,500,40,,276.3157895,10,1380,3645,60,,,,0
EI307TH,3B14238012,P3B143702300,8,13,,/,0,25,30,50,59,78,77,600,42,,597.4025974,10,1250,3645,60,,,,0
M60099AN,3B14225010,P3B143210200,2,3,,,0,20,30,50,80,80,80,500,47,,0,400,1100,2800,65,,,,0
P20293AN,3B14234015,P3B143408600,9,9,,/,12,,53,83,98,,,500,34,,310.2213973,10,1300,3645,60,,,,0
LA201PA,3B14235002,P3B143408700,8,13,/,/,0,25,30,50,80,80,80,650,45,,,10,1200,3645,60,,,,
S00485AN,3B14231003,P3B143505300,8,13,/,/,0,25,30,50,80,100,100,650,47,,587.4125874,10,1250,3645,60,,,,0
MA001TH,3B14231010,P3B143505500,7,10,,,0,13,30,50,84,81,84,500,52,,1503.712871,300,540,3000,98,,,,697.5054493
M90079BN,3B14233010,P3B143506200,10,12,/,/,30,120,,100,,,,400,50,,885.7644991,400,1070,2800,65,,,,0
M64501AN,3B14221012,P3B143601200,2,3,,,0,17,30,50,80,80,80,500,43,,0,500,1130,2800,65,,,,0
PI91491AN,3B14234009,P3B143604500,11,14,/,/,0,15,30,50,80,80,80,500,51,,540,10,1300,3757,60,,,,406.15
PI91491AN,3B14234010,P3B143604600,11,14,/,/,0,15,30,50,80,80,80,500,50,,0,10,1300,3757,60,,,,0
JD300TH,3B14234017,P3B143605000,8,13,/,,0,27,30,49,60,81,85,650,47,,0,10,1100,3645,60,,,,
LA002TH,3B14240006,P3B143608000,8,13,/,/,0,20,30,50,70,70,70,500,52,,0,10,1320,3645,60,,,,0
P91223AN,3B14231004,P3B143900400,10,12,,,23,100,,100,,,,400,50,,1144.731861,300,1200,2800,65,,,,0
YN204PA,3B14226007,P3B143306900,1,2,/,,0,14,32,48,78,82,83,550,47,,715.7,600,650,2800,98,,,,0
YN204PB,3B14226008,P3B143307000,1,2,/,,0,14,33,49,79,83,83,550,48,,835,,,,,,,,
LA201PB,3B14235003,P3B143408800,8,13,/,/,0,25,30,50,80,80,80,650,45,,,,,,,,,,
MN217PA,3B14226003,P3B143502600,1,2,/,/,0,10,32,52,80,83,84,650,37,,660,600,540,3000,98,,,,660
MN217PB,3B14226004,P3B143502700,1,2,/,/,0,10,32,52,80,82,84,500,55,,664.5,600,520,3000,98,,,,600
M2312PIBD,3B14228001,P3B143503800,2,3,,,0,,30,50,60,80,80,650,33-34,,0,500,1215,2800,656,,,,
JA207PA,3B14234005,P3B143506400,8,13,/,/,0,22,32,52,79,83,81,500,51,,0,10,1300,3645,60,,,,
JA207PB,3B14234006,P3B143506500,8,13,/,,0,20,35,49,79,78,81,500,47,,620.2036022,10,1150,3645,60,,,,
MA007TH,3B14228016,P3B143602700,7,10,/,/,0,15,30,50,80,80,80,500,50,,1115.867159,250,560,3000,98,,,,1750.972763
ED100TH,3B14232013,P3B143603400,10,12,,/,17,100,,60,,,,300,51,,552,400,1100,2800,65,,,,0
GW255PABD,3B14234003,P3B143604200,10,12,/,/,18,100,,60,,,,300,50,,549.6183206,400,1070,2800,65,,,,549.6183206
GW255PBBD,3B14234004,P3B143604300,10,12,/,/,18,100,,60,,,,300,48,,0,400,1050,2800,65,,,,
R30402AN,3B14234013,P3B143604800,9,9,,/,17,,50,80,100,,,500,38,,266.6196438,10,1450,3645,60,,,,777.1181867
P90042AN,3B14235008,P3B143605800,11,14,/,,0,15,30,50,80,80,80,500,47,,368,3,1650,3757,60,,,,0
MA007TH,3B14228017,P3B143700500,7,10,/,/,0,15,30,52,84,81,84,500,54,,840,,,,,,,,360
M90254AN,3B14234019,P3B143700900,11,14,,/,0,13,30,50,80,80,80,500,41,,0,10,1350,3757,60,,,,373.33
R70939XN,3B14239015,P3B143702600,9,9,/,/,15,,34,50,62,,,500,42,,114.7715197,10,1440,3645,60,,,,114.7715197
MN211PA,3B14226001,P3B143306700,3,4,/,/,0,15,30,50,80,80,80,550,37,,0,400,1050,3000,65,,,,0
S10165FN,3B14226016,P3B143406500,1,2,,,0,14,30,50,50,60,80,650,37,,866.4259928,600,420,2800,98,,,,0
P70003AN,3B14238005,P3B143409800,11,14,/,/,0,,30,50,80,80,80,500,50,,675,7,1400,3757,55,,,,325.71
JD001TH,3B14235014,P3B143506900,8,13,,/,0,13,35,51,81,82,85,500,46,,,10,1150,3645,60,,,,
S18039FN,3B14226012,P3B143700300,1,2,/,/,0,12,33,49,79,84,84,600,35,,,600,370,2800,98,,,,720
SI101TH,3B14234024,P3B143701000,10,12,/,/,18,100,,50,,,,300,50,,625.7846451,400,1450,2800,65,,,,625.7846451
PI50808CN,3B14234026,P3B143800500,10,12,/,/,16,90,,50,,,,300,52,,0,500,1020,2800,65,,,,0
P00318AN,3B14226013,P3B143307200,10,12,/,/,30,120,,100,,,,400,51,,783.4196891,400,1200,2800,65,,,,
P91486AN,3B14232004,P3B143407700,7,10,,/,0,18,30,50,83,103,100,500,54,,1932.392675,480,510,2800,98,,,,1737.032569
M94058AN,3B14233006,P3B143408100,2,3,/,/,0,25,31,55,82,80,85,550,47,,420,500,1200,2800,65,,,,
SA816PB,3B14222002,P3B143501800,8,13,,/,0,25,29,50,77,80,85,650,50,,842.7104723,10,1300,3645,60,,,,0
M10080AN,3B14227009,P3B143503300,1,2,,,0,15,30,50,80,100,100,500,45,,0,500,520,2800,98,,,,0
MA007TH,3B14228015,P3B143504700,7,10,/,/,0,15,31,53,80,82,81,500,52,,840,250,560,3000,98,,,,380
S18001FN,3B14234016,P3B143506700,1,2,,/,0,12,32,50,78,83,83,650,32,,1193.113343,600,375,2600,98,,,,0
JN203PB,3B14229002,P3B143603100,3,4,/,/,0,15,29,51,81,75,81,550,36,,481.9717024,500,600,2450,65,,,,481.9717024
SZ202PB,3B14235005,P3B143605700,9,9,,/,15,,30,50,80,,,500,51,,306.0824068,,,,,,,,189.059081
SA816PA,3B14222001,P3B143405800,8,13,,/,0,18,30,50,80,80,80,500,42,,1753.846154,10,1250,3645,60,,,,
M50170AN,3B14235011,P3B143409000,10,12,,,0,,,,,,,,,,,500,1200,2800,65,,,,0
M24004AN,3B14235016,P3B143409300,9,9,,/,0,,50,80,100,,,500,40-46,,0,10,1400,3645,60,,,,0
S70826BN,3B14238007,P3B143409900,11,14,,,0,16,30,50,80,80,80,650,50,,1344.238976,8,1420,3757,60,,,,0
JN201PA,3B14232001,P3B143505600,3,4,/,,0,,,,,,,,,,235.8078603,300,1480,2800,65,,,,0
JN201PB,3B14232002,P3B143505700,3,4,/,,0,15,30,50,80,80,80,550,37,,0,400,1140,2800,65,,,,0
S91350DN,3B14232009,P3B143505900,2,3,,/,0,,30,50,80,80,80,500,45,,0,400,970,2800,65,,,,0
LA103TH,3B14235019,P3B143507000,7,10,,/,0,18,31,49,81,81,85,500,56,,,600,430,2800,98,,,,660
M90566AN,3B14246043,P3B143509100,10,12,,/,25,120,,100,,,,400,51,,0,400,1200,2800,65,,,,0
JL100TH,3B14233008,P3B143603800,2,3,/,/,0,13,30,54,81,81,81,500,40,,0,400,920,2800,65,,,,
SZ202PA,3B14235004,P3B143605600,9,9,/,/,15,,30,50,80,,,500,51,,0,10,1400,3645,60,,,,0
SZ309TH,3B14235020,P3B143606200,9,9,/,/,15,,30,50,80,,,500,51,,0,10,1420,3645,60,,,,0
S50591AN,3B14238010,P3B143606700,10,12,,/,25,110,,100,,,,500,40,,,400,1150,2800,65,,,,0
MA100TH,3B14246045,P3B143610200,8,13,/,/,0,15,31,50,81,80,85,550,51,,721.9690064,10,1280,3645,60,,,,
P91486AN,3B14232006,P3B143700800,7,10,/,/,0,,30,50,80,100,100,500,40,,894,480,510,2800,98,,,,
M70004AN,3B14238008,P3B143702100,11,14,/,/,0,10,30,50,80,80,80,500,42,,360.8017817,7,1450,3757,55,,,,0
JI105TH,3B14246038,P3B143704000,11,14,,/,0,,30,50,80,80,80,650,55,,680,7,1400,3757,60,,,,300
PI50636AN,3B14246054,P3B143704500,2,3,,/,0,15,30,50,80,100,100,500,38,,1181.865555,500,1000,2800,65,,,,
R60829AN,3B14246060,P3B143704600,3,4,,/,0,,,,,,,,,,240,500,1160,3000,65,,,,
GN212PA,3B14234001,P3B143408300,2,3,/,/,0,20,30,50,77,80,85,500,40,,0,500,1150,3000,65,,,,0
GN212PB,3B14234002,P3B143408400,2,3,/,/,0,20,30,50,80,80,80,500,42,,769.3677649,500,1120,3000,65,,,,0
EN037TH,3B14228011,P3B143504500,1,2,,/,O,10,30,50,80,100,100,500,38,,739.5,500,440,2800,98,,,,720
P10001AN,3B14246052,P3B143509400,1,2,/,/,0,14,32,51,79,83,83,500,48,,840,500,510,2800,98,,,,
EN100TH,3B14233013,P3B143603900,2,3,/,/,0,25,32,54,78,79,84,500,48,,525.3807107,400,960,2800,65,,,,
LA103TH,3B14235018,P3B143606100,7,10,,/,0,15,30,50,80,80,80,500,53,,0,600,430,2800,98,,,,720
MN104PA,3B14246004,P3B143608500,2,3,/,/,0,15,29,49,78,80,85,650,31,,249.4370345,600,1180,3000,65,,,,249.4370345
M94022AN,3B14246044,P3B143610100,10,12,,/,35,120,,100,,,,400,45,,1162.719163,400,1200,2800,65,,,,1001.029866
R10116DN,3B14246058,P3B143610400,3,4,,/,0,12,30,50,80,80,80,500,33,,,600,1100,3000,65,,,,
SZ313TH,3B14246069,P3B143610700,9,9,,,17,,30,50,80,,,500,50,,253.0097699,7,1650,3645,60,,,,628.5160039
JA086TH,3B14246037,P3B143703900,11,14,,/,0,14,30,50,80,80,80,500,47,,0,08-Oct,1420,3757,60,,,,0
P00816WN,3B14246050,P3B143704300,8,13,,/,0,25,30,50,60,80,80,500,48,,1855.319149,10,1050,3645,60,,,,
R70954AN,3B14246070,P3B143704900,11,14,/,/,0,13,30,50,80,80,80,500,50,,420,7,1500,3757,55,,,,320
M00120TN,3B14246041,P3B143802400,8,13,,/,0,20,34,50,60,80,85,550,35,,,10,1340,3645,60,,,,0
R91323AN,3B14246064,P3B143802900,10,12,,/,25,120,,100,,,,500,40,,0,400,1250,3000,65,,,,
J5002PI,3B14235001,P3B143506800,3,4,,,0,20,30,50,80,80,80,550,50,,,500,1420,2800,65,,,,
LZ300TH,3B14246039,P3B143508900,9,9,/,/,15,,30,50,80,,,500,53,,520,10,1510,3645,60,,,,0
M04170AN,3B14246042,P3B143509000,7,10,,/,0,18,32,50,80,82,84,650,43,,924.256738,500,490,2800,98,,,,0
YN000TH,3B14234020,P3B143605200,3,4,,/,0,25,34,54,83,85,80,550,48,,0,400,1300,3000,65,,,,0
MN104PB,3B14246005,P3B143608600,2,3,,/,0,15,59,49,81,80,85,650,32,,,600,1060,3000,65,,,,424.2424242
S2301PIBD,3B14246009,P3B143608800,8,13,,,0,18,30,50,60,80,80,650,48,,411.8564743,10,1200,3645,60,,,,1603.563474
ANZ00TH,3B14246033,P3B143610000,2,3,,,0,15,30,50,80,80,80,500,35,,0,500,930,2800,65,,,,0
R70931TN,3B14246061,P3B143704700,8,13,/,,0,15,30,50,60,80,80,650,38,,1715.771231,10,1060,3645,60,,,,345.9320948
R91504WN,3B14246065,P3B143704800,8,13,/,/,0,25,30,50,60,80,80,650,50,,1869.436202,10,1100,3645,60,,,,185.01791
P00181AN,3B14246048,P3B143802500,7,10,/,/,0,18,30,51,80,84,83,500,50,,900,500,460,3000,98,,,,685.71
S91467BN,3B14246067,P3B143803100,10,12,,/,20,120,,100,,,,400,50,,916.6443313,500,1170,2800,65,,,,0
MZ316TH,3B14246047,P3B143509200,8,13,/,/,0,14,30,50,80,80,80,500,39,,0,6,1240,3645,60,,,,0
P08019AN,3B14246051,P3B143509300,7,10,/,/,0,20,32,49,81,79,81,650,49,,0,500,500,2800,98,,,,660
GM201PA,3B14246002,P3B143608300,2,3,/,,0,15,30,47,78,81,81,650,30,,0,500,1080,3000,65,,,,
GM201PB,3B14246003,P3B143608400,2,3,,,0,15,30,50,80,79,80,650,31,,0,500,1080,3000,65,,,,0
YY300PI,3B14246010,P3B143608900,3,4,/,/,0,15,30,50,60,78,79,650,30,,165.8382834,500,1150,3000,65,,,,165.8382834
SM314TH,3B14246068,P3B143610600,3,4,,/,0,20,30,50,80,80,80,650,30,,,500,1150,3000,65,,,,234.375
P00374AN,3B14246049,P3B143704200,7,10,/,/,0,12,32,51,84,82,83,500,53,,840,500,470,2800,98,,,,880
JN195V,3B14246040,P3B143802300,1,2,,,0,9,33,49,82,83,84,500,42,,525.0972402,400,360,2800,98,,,,0
R10084CN,3B14246055,P3B143802600,1,2,/,/,0,8,32,51,78,80,84,500,33,,562.67,,,,,,,,900
S91411XN,3B14246095,P3B143803500,2,3,,/,0,20,28,30,50,50,50,500,32,,,600,950,3000,65,,,,0
S5222PA,3B14246101,P3B143803600,10,12,/,/,17,,,50,,,,3OO,47,,0,500,1200,2950,65,,,,
S5222PB,3B14246102,P3B143803700,10,12,/,/,17,100,,50,,,,3OO,53,,0,500,1200,2950,65,,,,
S5319PI,3B14248001,P3B143804300,8,13,,,0,14,30,50,80,80,80,500,41,,0,10,1100,3645,60,,,,0
M90552WN,3B14247012,P3B143706600,8,13,,/,0,40,30,50,,80,80,650,50,,247.1760797,10,1000,3645,60,,,,247.1760797
S91409AN,3B14246066,P3B143803000,11,14,,,0,16,30,50,80,80,80,650,42,,1216.085791,10,36.5,,30,,,,
R10093XN,3B14246056,P3B143509500,1,2,/,/,0,9,33,50,53,59,84,500,41,,517.2,500,400,3000,98,,,,
PI05002AN,3B14246092,P3B143509600,7,10,/,/,0,18,31,50,79,82,83,550,50,,700,400,450,2800,98,,,,570
S5322PI,3B14246071,P3B143610800,8,13,/,/,0,13,30,50,80,80,80,500,43,,539.4136808,10,1180,3645,60,,,,539.4136808
P00161AN,3B14246096,P3B143611500,7,10,/,/,0,18,30,50,80,100,100,500,47,,0,500,510,2800,98,,,,552
SK203PA,3B14246103,P3B143611900,10,12,/,/,16,100,,50,,,,300,50,,647.6190476,400,1230,3000,65,,,,
GI301TH,3B14247003,P3B143612200,9,9,/,/,15,,30,50,80,,,500,52,,1058.823529,10,1350,3645,60,,,,0
P91181DN,3B14246053,P3B143704400,11,14,/,,0,15,30,50,80,80,80,650,51,,427.5,5,27,,30,,,,
R91046AN,3B14246063,P3B143802800,2,3,,/,0,14,30,50,80,100,100,500,38,,734.6938776,400,1450,3000,65,,,,0
P10001WN,3B14246094,P3B143611400,3,4,/,/,0,20,30,50,80,80,80,550,32,,1218.774045,500,870,3000,65,,,,0
LN207TH,3B14247006,P3B143612400,1,2,,/,0,8,32,50,82,83,83,500,40,,825.2307692,,,,,,,,0
YN309TH,3B14250001,P3B143613200,3,4,,,0,15,30,50,60,80,80,500,40,,375.3723932,400,970,3000,65,,,,
E5401PI,3B14246001,P3B143703300,3,4,/,/,0,,,,,,,,,,0,600,950,2800,65,,,,325.4412398
MK204TH,3B14246046,P3B143704100,9,12,,/,15,,35,54,83,,,500,56,,268.2119205,8,1300,3645,60,,,,0
MD303TH,3B14246077,P3B143705200,8,13,,/,0,18,30,49,69,80,85,550,52,,747.8753541,10,1180,3645,60,,,,
MI113TH,3B14246078,P3B143705300,11,14,,/,0,15,30,50,80,80,80,650,50,,0,,,,,,,,
S00007BN,3B14246090,P3B143706200,7,10,/,/,0,18,31,52,83,81,80,500,52,,896,500,460,2800,98,,,,613.33
P00816WN,3B14247021,P3B143804100,8,13,/,/,0,20,30,50,60,80,80,500,47,,1211.267606,10,1040,3645,60,,,,292.0754717
JA401TH,3B14248014,P3B143805000,8,13,/,/,0,,35,49,60,79,85,650,45,,831.0598111,10,1100,3645,60,,,,0
S70840FN,3B14247022,P3B144000700,9,9,,/,13,,30,50,80,,,500,39,,168.4094662,10,1260,3645,60,,,,0
P10152WN,3B14246006,P3B143608700,3,4,/,/,0,20,30,50,60,80,80,650,33,,825.7782632,600,1000,2800,65,,,,
GI313TH,3B14246035,P3B143703800,1,2,/,/,0,11,32,52,62,80,83,500,40,,512.4,600,320,3000,65,,,,600
P10057CN,3B14246088,P3B143706100,2,3,/,,0,20,30,50,80,80,80,550,36,,0,500,1180\\1320,2950,65,,,,0
R91479WN,3B14247019,P3B143707000,1,2,,/,0,13,32,52,63,83,82,650,38,,896.8518669,350,460,3000,98,,,,1940.252541
JA086TH,3B14247025,P3B143707100,11,14,/,/,0,13,30,50,80,80,80,500,51,,630,7,1410,3757,60,,,,0
JA005TH,3B14248009,P3B143804700,7,10,/,,0,16,30,51,81,96,101,500,54,,621.7354676,400,540,2800,98,,,,0
M08172BN,3B14248013,P3B143804900,7,10,/,/,0,18,30,50,80,80,80,650,50,,1595.375723,600,430,2600,98,,,,0
P00359WN,3B14253003,P3B143805900,8,13,/,/,0,25,30,50,60,80,80,650,45,,1532.673267,10,1000,3645,60,,,,175.8027103
P91223AN,3B14248005,P3B143901100,11,14,,/,0,15,30,50,50,50,50,500,52,,1519.266055,7,1400,3757,60,,,,1352.874859
M00407WN,3B14249013,P3B143901700,8,13,/,/,0,23,35,49,60,79,80,400,47,,1410.507569,10,1000,3645,60,,,,0
M04380AN,3B14249014,P3B143901800,7,10,/,/,0,20,31,50,84,84,80,650,52,,1340,600,450,3000,98,,,,660
EN338TH,3B14246034,P3B143508700,3,4,/,,0,,30,50,60,80,80,500,30-31,,,400,1320,3000,65,,,,0
PI50627AN,3B14246091,P3B143611300,10,12,/,/,25,120,,100,,,,400,52,,824.5,,,,,,,,0
S91350DN,3B14246075,P3B143705000,2,3,,/,0,15,30,50,80,80,80,500,30,,468.6390533,600,1050,2450,65,,,,0
R70952PA,3B14246007,P3B143801900,9,9,,/,5,,32,54,83,,,500,24,,359.9182004,10,1350,3645,60,,,,0
R91047AN,3B14246062,P3B143802700,11,14,,/,0,13,30,50,80,80,80,500,50,,726.9789984,,,,,,,,
EI202TH,3B14246086,P3B143803200,2,3,/,/,0,15,30,50,80,80,80,550,26,,0,400,920,2800,65,,,,0
P00000AC,3B14246093,P3B143803400,11,14,,,0,13,30,50,50,50,50,500,50,,630.2626094,15,31,,30,,,,
MZ317TH,3B14248011,P3B143804800,8,13,/,/,0,20,30,50,60,80,80,650,38,,0,10,1250,3645,60,,,,0
P91223AN,3B14248006,P3B143901200,11,14,/,/,0,13,30,50,50,50,50,500,52,,634.7259486,7,1400,3757,60,,,,458.6304784
P91223AN,3B14248008,P3B143901300,11,14,/,/,0,15,30,50,50,50,50,500,52,,552,7,1400,3757,60,,,,320
MA000TH,3B14249004,P3B143901600,7,10,/,/,0,15,30,50,80,80,80,550,49,,771.42,300,540,3000,98,,,,613.33
JD301TH,3B14252005,P3B143902100,8,13,,/,0,20,34,50,61,80,85,500,41,,0,10,1060,3645,60,,,,0
YN309TH,3B14246089,P3B143611200,3,4,/,,0,15,30,50,61,75,79,500,38,,0,400,1100,3000,65,,,,0
P91293AN,3B14246079,P3B143705400,9,9,,/,13,,30,80,100,,,500,39,,0,10,1250,3645,60,,,,0
EI201TH,3B14246081,P3B143705600,2,3,/,,0,,,,,,,,,,1316.375199,400,1100,2800,65,,,,0
M10092AN(IMP),3B14247007,P3B143706300,1,2,,,0,13,32,52,81,83,82,500,42,,1161.0129,500,390,2800,98,,,,0
P50010AN,3B14247013,P3B143706700,10,12,,,20,120,,100,,,,400,38,,536.1702128,1500,1200,3000,65,,,,1121.495327
S98023DN,3B14250004,P3B143707800,2,3,,,0,15,30,50,14.2,27.1,30.1,650,23,,0,600,1040,2800,65,,,,0
R70952PB,3B14246008,P3B143802000,9,9,/,,10,,35,52,82,,,500,36,,0,10,1150,3645,60,,,,0
Y5312PI,3B14249001,P3B143805300,3,4,,,0,20,30,48,58,77,80,650,27,,248.4186314,400,1100,3000,65,,,,0
P98025AN,3B14252003,P3B143805600,11,14,,,0,18,30,80,80,80,80,500,57,,1050,7,1400,3757,60,,,,
LA103TH,3B14254003,P3B143806800,7,10,/,/,0,15,30,50,80,80,80,500,50,,776.57,600,430,2800,98,,,,630
M54023AN,3B14247017,P3B143900800,10,12,,,20,120,,100,,,,400,52,,563.6971724,500,1200,2800,65,,,,0
P91223AN,3B14248012,P3B143901400,11,14,/,,0,13,30,50,50,50,50,500,50,,578.1113632,7,1400,3757,60,,,,1746.160065
LA103TH,3B14249003,P3B143901500,7,10,,/,0,15,31,51,80,82,83,500,52,,1643.620238,600,430,2800,98,,,,0
J5002PI,3B14254002,P3B144001100,9,9,,/,0,,30,50,80,,,500,38,,0,8,1350,3645,60,,,,0
R10101TN,3B14246057,P3B143610300,1,2,/,,0,8,30,50,80,80,80,500,38,,1179.554391,400,410,2900,98,,,,558.8484335
MN336TH,3B14246076,P3B143705100,3,4,,/,0,15,30,30,50,50,50,500,34,,225.7696693,600,1200,3000,65,,,,90.2425876
GZ308TH,3B14249005,P3B143707300,8,13,/,/,0,,30,50,80,80,80,650,31-32,,0,6,1160,3645,60,,,,1810.055866
M94208CN,3B14253008,P3B143708400,2,3,,/,0,15,30,50,80,80,80,500,40,,358.2089552,400,970,2800,65,,,,358.2089552
MP356V,3B14252008,P3B143805700,3,4,,/,0,20,30,48,57,85,79,550,34,,195.3236016,600,940,3000,65,,,,195.3236016
MI112TH,3B14252009,P3B143805800,11,14,,/,0,15,30,50,80,80,80,650,54,,,7,1500,3757,60,,,,280
JA011TH,3B14252002,P3B143902000,7,10,/,/,0,18,31,49,83,102,103,500,51,,720,600,490,2800,98,,,,754.29
MI112TH,3B14255014,P3B143904100,11,14,/,/,0,,30,50,80,80,80,550,91-92,,251.25,7,1500,3757,60,,,,338.18
P60821AN,3B14246085,P3B143706000,9,12,,,25,120,,100,,,,400,52,,0,10,1270,3645,60,,,,0
SI320TH,3B14247009,P3B143706400,9,9,/,/,16,,32,49,83,,,500,32,,109.3975537,10,1360,3645,60,,,,109.3975537
SI320TH,3B14253004,P3B143806000,9,9,/,/,20,,30,50,80,,,500,35,,118.5324553,10,1360,3645,60,,,,0
YR00140KV,3B14253007,P3B143902500,7,10,/,/,0,18,30,49,84,83,84,500,41,,619.1646192,500,420,2800,98,,,,760
R60631XN,3B14249022,P3B144100600,2,3,,/,0,20,30,50,79,79,80,500,40,,0,500,900,3000,65,,,,0
M90126BN,3B14249010,P3B143613100,11,14,/,/,0,20,30,50,80,80,80,650,48,,630,10,1185,3757,60,,,,360
M10001AN,3B14253009,P3B143708500,1,2,,/,0,14,30,50,80,80,80,650,39,,837.9052369,500,320,2800,98,,,,600
P10057CN,3B14256021,P3B143709000,1,2,,,0,7,29,54,85,85,81,600,22,,840,600,475,2800,98,,,,0
JA005TH,3B14257003,P3B143709400,7,10,/,/,0,18,30,50,80,100,100,500,55,,600,500,540,2800,98,,,,520
M91280AN,3B14253006,P3B143806100,11,14,/,,0,10,30,50,80,80,80,500,40,,1323.606653,8,1450,3757,60,,,,0
JL100TH,3B14253005,P3B143902400,2,3,/,/,0,15,30,50,80,80,80,500,44,,0,400,90,2800,65,,,,0
P00002AN,3B14255013,P3B143904000,7,10,,/,0,23,30,50,80,100,100,500,56,,0,500,450,2800,98,,,,504
MN211PA,3B14256005,P3B143904900,1,2,/,/,0,9,32,52,78,81,84,550,36,,600,600,340,3000,98,,,,540
MN211PB,3B14256007,P3B143905000,3,4,/,/,0,9,32,49,82,82,83,550,35,,1548.387097,600,1220,3000,65,,,,685.7142857
MJ201TH,3B14249016,P3B144000800,10,12,,,15,100,,50,,,,300,52,,,400,1000,2800,65,,,,797.7839335
E91374FN,3B14249018,P3B144100200,2,3,,,0,20,29,48,82,76,83,500,39,,0,400\\200,1050\\1250,2800,65,,,,0
R70678CN,3B14249019,P3B144100300,9,9,/,/,20,,30,50,80,,,500,50,,267.9900744,10,1270,3645,60,,,,267.9900744
JI103TH,3B14249008,P3B144300300,2,3,,/,0,20,30,50,80,80,80,650,46,,1413.150147,400,920,2800,65,,,,0
YN211PA,3B14250002,P3B143707700,3,4,/,/,0,15,29,47,78,83,81,650,28,,305.6825604,400,1000,3000,65,,,,
P00006AN,3B14252004,P3B143708000,7,10,/,,0,14,30,50,80,100,100,650,42,,586.67,450,460,3000,98,,,,0
MN217PA,3B14256013,P3B143708900,1,2,/,/,0,17,32,50,80,80,80,650,52,,0,600,400,3000,98,,,,
P70929XN,3B14248007,P3B143804600,9,9,/,/,20,,30,50,80,,,500,54,,0,7,1320,3645,60,,,,
YN211PB,3B14250003,P3B143805500,3,4,/,/,0,15,29,45,79,85,81,650,28,,0,400,950,3000,65,,,,
